FUNDING,name,State
171048,tumor,CALIFORNIA
370960,lung,CALIFORNIA
400267,hiv,CALIFORNIA
271577,tumor,CALIFORNIA
462610,aging,CALIFORNIA
54294,lung,CALIFORNIA
179874,hiv,CALIFORNIA
390795,tumor,CALIFORNIA
204293,brain,CALIFORNIA
437914,tumor,CALIFORNIA
642810,immune,CALIFORNIA
161244,aging,CALIFORNIA
100834,aging,CALIFORNIA
43576,lung,CALIFORNIA
494710,alcohol,CALIFORNIA
101360,hiv,CALIFORNIA
538090,aging,CALIFORNIA
487628,aging,CALIFORNIA
399643,lung,CALIFORNIA
445939,immune,CALIFORNIA
439348,aging,CALIFORNIA
418177,aging,CALIFORNIA
199823,tumor,CALIFORNIA
235054,aging,CALIFORNIA
392500,immune,CALIFORNIA
274883,tumor,CALIFORNIA
1585768,tumor,CALIFORNIA
169014,brain,CALIFORNIA
460953,aging,CALIFORNIA
197500,brain,CALIFORNIA
195332,brain,CALIFORNIA
195444,aging,CALIFORNIA
238947,aging,CALIFORNIA
137160,hiv,CALIFORNIA
845823,aging,CALIFORNIA
513280,aging,CALIFORNIA
603161,aging,CALIFORNIA
242960,aging,CALIFORNIA
641934,immune,CALIFORNIA
529187,breast,CALIFORNIA
179897,aging,CALIFORNIA
166338,brain,CALIFORNIA
186460,diabetes,CALIFORNIA
326986,lung,CALIFORNIA
198927,aging,CALIFORNIA
126495,aging,CALIFORNIA
34236,aging,CALIFORNIA
394066,aging,CALIFORNIA
313836,aging,CALIFORNIA
570517,immune,CALIFORNIA
392500,brain,CALIFORNIA
229813,aging,CALIFORNIA
1154772,aging,CALIFORNIA
199291,aging,CALIFORNIA
32157,alcohol,CALIFORNIA
43576,hiv,CALIFORNIA
634400,aging,CALIFORNIA
123112,brain,CALIFORNIA
256e3,hiv,CALIFORNIA
762920,hiv,CALIFORNIA
36156,aging,CALIFORNIA
924071,tumor,CALIFORNIA
247829,aging,CALIFORNIA
36950,breast,CALIFORNIA
56118,brain,CALIFORNIA
121949,brain,CALIFORNIA
635130,aging,CALIFORNIA
401250,aging,CALIFORNIA
384182,aging,CALIFORNIA
343438,brain,CALIFORNIA
683942,breast,CALIFORNIA
596753,aging,CALIFORNIA
170179,brain,CALIFORNIA
239181,aging,CALIFORNIA
475715,aging,CALIFORNIA
312800,alcohol,CALIFORNIA
216661,brain,CALIFORNIA
58002,immune,CALIFORNIA
257768,aging,CALIFORNIA
362455,tumor,CALIFORNIA
132543,brain,CALIFORNIA
171825,immune,CALIFORNIA
112700,aging,CALIFORNIA
34963,tumor,CALIFORNIA
133209,aging,CALIFORNIA
70854,lung,CALIFORNIA
72742,diabetes,CALIFORNIA
392583,aging,CALIFORNIA
386800,brain,CALIFORNIA
56118,tumor,CALIFORNIA
488922,aging,CALIFORNIA
767523,tumor,CALIFORNIA
391872,hiv,CALIFORNIA
148986,brain,CALIFORNIA
88480,lung,CALIFORNIA
528101,aging,CALIFORNIA
234240,aging,CALIFORNIA
349694,aging,CALIFORNIA
325775,breast,CALIFORNIA
59970,brain,CALIFORNIA
95377,aging,CALIFORNIA
237e3,immune,CALIFORNIA
99550,tumor,CALIFORNIA
171839,aging,CALIFORNIA
344651,lung,CALIFORNIA
353914,brain,CALIFORNIA
770740,aging,CALIFORNIA
359516,brain,CALIFORNIA
275504,aging,CALIFORNIA
422708,hiv,CALIFORNIA
139660,tumor,CALIFORNIA
380114,tumor,CALIFORNIA
333038,aging,CALIFORNIA
127683,aging,CALIFORNIA
54294,aging,CALIFORNIA
489075,brain,CALIFORNIA
200734,brain,CALIFORNIA
362908,aging,CALIFORNIA
2383083,aging,CALIFORNIA
321850,aging,CALIFORNIA
302405,aging,CALIFORNIA
1970671,tumor,CALIFORNIA
623354,breast,CALIFORNIA
180628,aging,CALIFORNIA
186156,stress,CALIFORNIA
570346,aging,CALIFORNIA
554387,lung,CALIFORNIA
330972,lung,CALIFORNIA
555949,diabetes,CALIFORNIA
395e3,brain,CALIFORNIA
483155,brain,CALIFORNIA
447577,aging,CALIFORNIA
608542,immune,CALIFORNIA
321134,brain,CALIFORNIA
185620,brain,CALIFORNIA
130988,immune,CALIFORNIA
184680,aging,CALIFORNIA
366071,brain,CALIFORNIA
100336,brain,CALIFORNIA
665835,immune,CALIFORNIA
766020,diabetes,PENNSYLVANIA
179420,brain,NEW YORK
170275,brain,NEW YORK
395e3,tumor,NEW YORK
157743,breast,NEW YORK
449101,aging,NEW YORK
33371,lung,NEW YORK
353314,hiv,NEW YORK
392571,brain,NEW YORK
33082,tumor,NEW YORK
296508,hiv,NEW YORK
789170,aging,NEW YORK
375589,breast,NEW YORK
327850,breast,NEW YORK
128693,alcohol,NEW YORK
379913,aging,NEW YORK
579043,hiv,NEW YORK
65399,lung,NEW YORK
348480,brain,NEW YORK
521852,aging,NEW YORK
728597,lung,NEW YORK
30572,stress,NEW YORK
392146,aging,NEW YORK
398750,stress,NEW YORK
397615,stress,NEW YORK
341490,tumor,NEW YORK
387847,tumor,NEW YORK
326400,tumor,NEW YORK
152688,brain,NEW YORK
173456,breast,NEW YORK
397931,lung,NEW YORK
429377,tumor,NEW YORK
274263,diabetes,NEW YORK
119650,alcohol,NEW YORK
391938,hiv,NEW YORK
693739,alcohol,NEW YORK
301602,hiv,NEW YORK
5e4,diabetes,NEW YORK
336382,aging,NEW YORK
332100,alcohol,NEW YORK
222652,aging,NEW YORK
239250,stress,NEW YORK
486429,alcohol,NEW YORK
227591,lung,NEW YORK
710573,diabetes,NEW YORK
401039,alcohol,NEW YORK
238814,immune,NEW YORK
480175,alcohol,NEW YORK
424431,brain,NEW YORK
1646431,alcohol,NEW YORK
1e5,alcohol,NEW YORK
348302,alcohol,NEW YORK
224968,breast,Others
312216,lung,Others
7428803,alcohol,NEW YORK
622938,brain,NEW YORK
2203744,hiv,NEW YORK
52083,alcohol,NEW YORK
299768,hiv,NEW YORK
94808,alcohol,WASHINGTON
499632,aging,Others
3264,hiv,NEW YORK
163456,hiv,NEW YORK
64380,aging,NEW YORK
429641,alcohol,NEW YORK
216014,alcohol,NEW YORK
333734,alcohol,NEW YORK
64076,alcohol,NEW YORK
160354,hiv,CALIFORNIA
581126,aging,Others
426091,stress,PENNSYLVANIA
39e4,hiv,PENNSYLVANIA
39e4,immune,PENNSYLVANIA
354353,tumor,PENNSYLVANIA
359161,aging,PENNSYLVANIA
39e4,hiv,PENNSYLVANIA
29680,breast,PENNSYLVANIA
193050,hiv,PENNSYLVANIA
370369,hiv,PENNSYLVANIA
175772,stress,PENNSYLVANIA
235966,hiv,PENNSYLVANIA
249e3,tumor,PENNSYLVANIA
186119,alcohol,PENNSYLVANIA
609901,brain,PENNSYLVANIA
317475,stress,PENNSYLVANIA
340807,hiv,PENNSYLVANIA
319800,aging,PENNSYLVANIA
443251,diabetes,PENNSYLVANIA
249e3,lung,PENNSYLVANIA
257326,aging,PENNSYLVANIA
740104,hiv,PENNSYLVANIA
458846,hiv,PENNSYLVANIA
59970,hiv,PENNSYLVANIA
343763,stress,PENNSYLVANIA
1465258,hiv,PENNSYLVANIA
406800,lung,PENNSYLVANIA
39e4,stress,PENNSYLVANIA
351e3,hiv,PENNSYLVANIA
398566,lung,PENNSYLVANIA
155880,diabetes,PENNSYLVANIA
351e3,hiv,PENNSYLVANIA
1083387,immune,PENNSYLVANIA
195e3,aging,PENNSYLVANIA
637225,stress,PENNSYLVANIA
423441,hiv,PENNSYLVANIA
234e3,hiv,PENNSYLVANIA
33029,stress,PENNSYLVANIA
129319,immune,PENNSYLVANIA
382500,immune,PENNSYLVANIA
733470,hiv,PENNSYLVANIA
327375,alcohol,TEXAS
186271,alcohol,TEXAS
334125,alcohol,TEXAS
300544,breast,TEXAS
249e3,breast,TEXAS
438596,tumor,TEXAS
181242,stress,TEXAS
142207,hiv,TEXAS
161977,brain,TEXAS
56118,alcohol,TEXAS
32702,alcohol,TEXAS
371800,aging,TEXAS
371250,stress,TEXAS
185625,diabetes,TEXAS
222750,stress,TEXAS
112713,stress,TEXAS
330977,tumor,TEXAS
462420,diabetes,TEXAS
436140,stress,TEXAS
309188,brain,TEXAS
222750,aging,TEXAS
222750,immune,TEXAS
185625,immune,TEXAS
327375,aging,TEXAS
378098,diabetes,TEXAS
371716,alcohol,TEXAS
371250,immune,TEXAS
68e3,breast,TEXAS
95679,diabetes,TEXAS
233750,hiv,TEXAS
231250,hiv,TEXAS
738148,hiv,TEXAS
775917,hiv,TEXAS
4095518,hiv,TEXAS
545835,hiv,TEXAS
360943,aging,TEXAS
317319,aging,TEXAS
184503,aging,TEXAS
122863,alcohol,TEXAS
435232,lung,TEXAS
130550,diabetes,TEXAS
166388,tumor,TEXAS
191250,hiv,TEXAS
349811,tumor,TEXAS
76500,hiv,TEXAS
344250,alcohol,TEXAS
166388,breast,TEXAS
642919,brain,Others
682501,brain,Others
2375198,aging,Others
633254,brain,Others
100464,brain,Others
4e5,brain,Others
698677,brain,Others
717997,aging,NEW YORK
309279,aging,CALIFORNIA
1073276,lung,CALIFORNIA
185250,lung,PENNSYLVANIA
195e3,aging,PENNSYLVANIA
359181,aging,PENNSYLVANIA
165425,breast,PENNSYLVANIA
273e3,diabetes,PENNSYLVANIA
356850,tumor,PENNSYLVANIA
630120,diabetes,PENNSYLVANIA
323700,lung,PENNSYLVANIA
351e3,aging,PENNSYLVANIA
169723,tumor,PENNSYLVANIA
348750,tumor,PENNSYLVANIA
249e3,breast,PENNSYLVANIA
28128,diabetes,PENNSYLVANIA
321625,tumor,PENNSYLVANIA
285480,breast,PENNSYLVANIA
473195,brain,PENNSYLVANIA
311072,diabetes,PENNSYLVANIA
62400,diabetes,PENNSYLVANIA
209434,aging,PENNSYLVANIA
474854,stress,PENNSYLVANIA
381727,immune,PENNSYLVANIA
321755,tumor,PENNSYLVANIA
39e4,immune,PENNSYLVANIA
341325,alcohol,PENNSYLVANIA
45660,brain,PENNSYLVANIA
211004,aging,PENNSYLVANIA
490625,aging,PENNSYLVANIA
885211,brain,MASSACHUSETTS
986188,hiv,Others
513343,breast,TEXAS
199275,breast,Others
590333,immune,Others
237510,breast,Others
223891,stress,MARYLAND
214500,hiv,CALIFORNIA
948972,brain,Others
224909,diabetes,CALIFORNIA
474125,diabetes,Others
343184,brain,TEXAS
243750,lung,NEW YORK
544536,aging,Others
623160,aging,MASSACHUSETTS
655e4,diabetes,MASSACHUSETTS
531687,tumor,MASSACHUSETTS
132520,brain,MASSACHUSETTS
252433,immune,MASSACHUSETTS
57080,stress,MASSACHUSETTS
477441,immune,MASSACHUSETTS
117628,lung,MASSACHUSETTS
639617,aging,MASSACHUSETTS
487382,stress,MASSACHUSETTS
106390,hiv,MASSACHUSETTS
267101,immune,MASSACHUSETTS
298193,alcohol,MASSACHUSETTS
217800,aging,MASSACHUSETTS
462236,breast,MASSACHUSETTS
39312,immune,MASSACHUSETTS
617928,immune,MASSACHUSETTS
167436,hiv,MASSACHUSETTS
377438,breast,MASSACHUSETTS
206250,immune,MASSACHUSETTS
325684,stress,MASSACHUSETTS
215325,breast,MASSACHUSETTS
294862,alcohol,MASSACHUSETTS
351743,brain,MASSACHUSETTS
374231,brain,Others
334863,diabetes,Others
196403,tumor,Others
263375,breast,Others
377015,diabetes,Others
539836,aging,Others
515791,hiv,Others
534446,stress,Others
86572,hiv,Others
160189,aging,Others
1072848,hiv,Others
140990,lung,Others
999920,tumor,Others
344269,breast,Others
809388,hiv,Others
825628,hiv,Others
644733,immune,Others
685409,hiv,Others
477717,aging,Others
322643,aging,Others
2035705,aging,Others
190146,hiv,Others
277673,aging,Others
3729467,brain,Others
393300,immune,Others
815613,lung,Others
15e4,tumor,Others
506866,hiv,Others
28362,aging,Others
308525,brain,Others
1347763,hiv,Others
514923,brain,Others
376250,stress,Others
2997,hiv,Others
844589,aging,Others
375126,brain,Others
277673,aging,Others
108718,alcohol,Others
147e3,breast,Others
147e3,tumor,Others
4e4,tumor,Others
445595,aging,Others
1940003,hiv,MARYLAND
299717,aging,MASSACHUSETTS
327701,aging,MASSACHUSETTS
15131,brain,Others
385636,stress,Others
296230,diabetes,Others
380924,brain,Others
8398,stress,Others
194445,tumor,Others
359998,tumor,Others
335250,immune,Others
673622,diabetes,Others
284984,hiv,MARYLAND
228e3,brain,MARYLAND
455332,hiv,MARYLAND
249e3,immune,MARYLAND
239625,aging,MARYLAND
362818,immune,MARYLAND
152e3,brain,MARYLAND
19e4,brain,MARYLAND
479434,brain,MARYLAND
334811,aging,MARYLAND
76e3,hiv,MARYLAND
523573,brain,MARYLAND
483237,hiv,MARYLAND
212734,alcohol,MARYLAND
142344,aging,MARYLAND
30172,breast,MASSACHUSETTS
614226,hiv,MASSACHUSETTS
249e3,lung,MASSACHUSETTS
209375,immune,MASSACHUSETTS
253930,hiv,MASSACHUSETTS
361812,stress,MASSACHUSETTS
418750,diabetes,MASSACHUSETTS
8275,immune,MASSACHUSETTS
376875,aging,MASSACHUSETTS
1355290,aging,MASSACHUSETTS
376875,alcohol,MASSACHUSETTS
492500,immune,MASSACHUSETTS
586375,hiv,MASSACHUSETTS
767192,hiv,MASSACHUSETTS
665105,aging,MASSACHUSETTS
405764,hiv,MASSACHUSETTS
634671,stress,MASSACHUSETTS
359844,brain,MASSACHUSETTS
359959,stress,MASSACHUSETTS
377034,diabetes,MASSACHUSETTS
174968,aging,MASSACHUSETTS
502500,diabetes,MASSACHUSETTS
1560549,hiv,MASSACHUSETTS
30172,breast,MASSACHUSETTS
34740,alcohol,MASSACHUSETTS
376230,alcohol,MASSACHUSETTS
418750,hiv,MASSACHUSETTS
347563,tumor,MASSACHUSETTS
58002,tumor,MASSACHUSETTS
418750,immune,MASSACHUSETTS
376875,stress,MASSACHUSETTS
701825,hiv,MASSACHUSETTS
251250,hiv,MASSACHUSETTS
359844,stress,MASSACHUSETTS
708793,immune,MASSACHUSETTS
56118,brain,MASSACHUSETTS
169609,aging,MASSACHUSETTS
620998,breast,MASSACHUSETTS
2375202,immune,MASSACHUSETTS
259621,alcohol,MASSACHUSETTS
89751,hiv,MASSACHUSETTS
318250,stress,MASSACHUSETTS
234919,breast,MASSACHUSETTS
250125,alcohol,MASSACHUSETTS
347563,breast,MASSACHUSETTS
55662,stress,MASSACHUSETTS
914295,hiv,MASSACHUSETTS
41875,alcohol,MASSACHUSETTS
354604,brain,MASSACHUSETTS
33e4,aging,MASSACHUSETTS
251250,hiv,MASSACHUSETTS
353929,alcohol,MASSACHUSETTS
132341,brain,MASSACHUSETTS
376875,alcohol,MASSACHUSETTS
629859,immune,MASSACHUSETTS
373598,hiv,MASSACHUSETTS
251250,diabetes,MASSACHUSETTS
28219,alcohol,MASSACHUSETTS
30251,hiv,MASSACHUSETTS
1064648,brain,MASSACHUSETTS
323880,hiv,MASSACHUSETTS
29578,alcohol,MASSACHUSETTS
397792,hiv,MASSACHUSETTS
25511,hiv,MASSACHUSETTS
829125,hiv,MASSACHUSETTS
829125,hiv,MASSACHUSETTS
9300,breast,MASSACHUSETTS
527707,aging,MASSACHUSETTS
349100,immune,MASSACHUSETTS
351619,tumor,MASSACHUSETTS
133163,immune,MASSACHUSETTS
183474,brain,MASSACHUSETTS
367110,alcohol,MASSACHUSETTS
35985,breast,MASSACHUSETTS
209375,aging,MASSACHUSETTS
194674,alcohol,MASSACHUSETTS
251250,immune,MASSACHUSETTS
24407,aging,MASSACHUSETTS
251250,brain,MASSACHUSETTS
34449,breast,NORTH CAROLINA
196102,immune,NORTH CAROLINA
1e6,hiv,NORTH CAROLINA
280579,stress,NORTH CAROLINA
614570,brain,NORTH CAROLINA
34745,tumor,NORTH CAROLINA
180964,hiv,NORTH CAROLINA
371362,brain,NORTH CAROLINA
3999997,lung,NORTH CAROLINA
266e3,hiv,NORTH CAROLINA
312777,tumor,NORTH CAROLINA
304e3,stress,NORTH CAROLINA
155046,stress,NORTH CAROLINA
248999,brain,NORTH CAROLINA
506315,brain,NORTH CAROLINA
193507,hiv,NORTH CAROLINA
228e3,brain,NORTH CAROLINA
1902250,alcohol,NORTH CAROLINA
327837,tumor,NORTH CAROLINA
522899,hiv,NORTH CAROLINA
349342,lung,NORTH CAROLINA
441529,alcohol,NORTH CAROLINA
273600,alcohol,NORTH CAROLINA
572521,breast,NORTH CAROLINA
88597,brain,NORTH CAROLINA
101494,aging,NORTH CAROLINA
750454,hiv,NORTH CAROLINA
151313,tumor,NORTH CAROLINA
33929,aging,NORTH CAROLINA
248710,breast,NORTH CAROLINA
619559,lung,NORTH CAROLINA
378354,diabetes,NORTH CAROLINA
378879,hiv,NORTH CAROLINA
135039,alcohol,NORTH CAROLINA
389880,brain,NORTH CAROLINA
182441,hiv,NORTH CAROLINA
45113,hiv,NORTH CAROLINA
770869,hiv,NORTH CAROLINA
31702,stress,NORTH CAROLINA
38e4,hiv,NORTH CAROLINA
309246,aging,NORTH CAROLINA
333561,immune,NORTH CAROLINA
651300,hiv,NORTH CAROLINA
2485857,aging,NORTH CAROLINA
16072,alcohol,NORTH CAROLINA
473282,hiv,NORTH CAROLINA
56118,alcohol,NORTH CAROLINA
379736,stress,NORTH CAROLINA
424266,tumor,NORTH CAROLINA
38e4,alcohol,NORTH CAROLINA
31554,alcohol,NORTH CAROLINA
608e3,hiv,NORTH CAROLINA
332531,diabetes,NORTH CAROLINA
38308,breast,NORTH CAROLINA
130448,stress,NORTH CAROLINA
128850,brain,NORTH CAROLINA
393933,breast,NORTH CAROLINA
371792,immune,NORTH CAROLINA
302936,hiv,NORTH CAROLINA
396e3,hiv,NORTH CAROLINA
1348882,hiv,NORTH CAROLINA
330463,aging,NORTH CAROLINA
581304,immune,NORTH CAROLINA
799908,hiv,NORTH CAROLINA
405890,tumor,NORTH CAROLINA
59970,aging,NORTH CAROLINA
34339,aging,NORTH CAROLINA
1725265,breast,NORTH CAROLINA
54294,hiv,NORTH CAROLINA
908245,hiv,NORTH CAROLINA
751380,hiv,NORTH CAROLINA
54294,aging,NORTH CAROLINA
152e3,alcohol,NORTH CAROLINA
483305,aging,NORTH CAROLINA
333158,diabetes,NORTH CAROLINA
56191,alcohol,NORTH CAROLINA
376379,tumor,NORTH CAROLINA
168019,hiv,NORTH CAROLINA
684404,aging,NORTH CAROLINA
31478,aging,NORTH CAROLINA
627323,hiv,NORTH CAROLINA
74455,aging,NORTH CAROLINA
377740,lung,NORTH CAROLINA
635465,hiv,NORTH CAROLINA
466839,hiv,NORTH CAROLINA
61878,immune,NORTH CAROLINA
476433,diabetes,NORTH CAROLINA
580123,hiv,NORTH CAROLINA
781296,tumor,NORTH CAROLINA
34217,alcohol,NORTH CAROLINA
587221,stress,NORTH CAROLINA
848325,tumor,NORTH CAROLINA
15120,stress,NORTH CAROLINA
38e4,immune,NORTH CAROLINA
218491,stress,NORTH CAROLINA
438819,lung,NORTH CAROLINA
313623,brain,NORTH CAROLINA
2311208,aging,NORTH CAROLINA
525479,hiv,NORTH CAROLINA
40410,hiv,NORTH CAROLINA
569255,tumor,NORTH CAROLINA
157881,hiv,NORTH CAROLINA
2834985,hiv,NORTH CAROLINA
350863,brain,NORTH CAROLINA
184326,brain,NORTH CAROLINA
76e3,hiv,NORTH CAROLINA
54294,stress,NORTH CAROLINA
228e3,brain,NORTH CAROLINA
189e3,hiv,NORTH CAROLINA
532e3,hiv,NORTH CAROLINA
430224,brain,NORTH CAROLINA
114169,alcohol,NORTH CAROLINA
163417,hiv,NORTH CAROLINA
31475,brain,NORTH CAROLINA
40087,hiv,NORTH CAROLINA
31643,lung,NORTH CAROLINA
185e3,alcohol,NORTH CAROLINA
290025,brain,NORTH CAROLINA
440017,hiv,NORTH CAROLINA
710337,hiv,NORTH CAROLINA
614480,stress,NORTH CAROLINA
335160,aging,NORTH CAROLINA
296425,stress,NORTH CAROLINA
313159,breast,NORTH CAROLINA
502623,alcohol,NORTH CAROLINA
19e4,brain,NORTH CAROLINA
38e4,hiv,NORTH CAROLINA
256993,immune,NORTH CAROLINA
234634,aging,NORTH CAROLINA
600010,tumor,NORTH CAROLINA
418483,stress,NORTH CAROLINA
307800,alcohol,NORTH CAROLINA
1175010,hiv,NORTH CAROLINA
228e3,hiv,NORTH CAROLINA
3165040,immune,NORTH CAROLINA
2540071,hiv,NORTH CAROLINA
35717,aging,NORTH CAROLINA
333e3,immune,NORTH CAROLINA
803345,aging,NORTH CAROLINA
307100,tumor,NORTH CAROLINA
52542,immune,NORTH CAROLINA
56118,alcohol,NORTH CAROLINA
577943,brain,NORTH CAROLINA
347700,stress,NORTH CAROLINA
58002,breast,NORTH CAROLINA
536555,hiv,NORTH CAROLINA
342759,hiv,NORTH CAROLINA
133890,hiv,NORTH CAROLINA
43576,brain,NORTH CAROLINA
99999,diabetes,NORTH CAROLINA
165333,hiv,NORTH CAROLINA
188100,brain,NORTH CAROLINA
546174,hiv,NORTH CAROLINA
33725,alcohol,NORTH CAROLINA
562542,breast,NORTH CAROLINA
377329,immune,NORTH CAROLINA
451650,brain,NORTH CAROLINA
8688475,hiv,NORTH CAROLINA
760953,stress,NORTH CAROLINA
370388,immune,NORTH CAROLINA
387941,aging,NORTH CAROLINA
1763483,hiv,NORTH CAROLINA
162951,tumor,NORTH CAROLINA
41551,breast,NORTH CAROLINA
83050,hiv,NORTH CAROLINA
241552,lung,NORTH CAROLINA
1205194,alcohol,NORTH CAROLINA
849483,diabetes,NORTH CAROLINA
38e4,brain,NORTH CAROLINA
1515537,immune,NORTH CAROLINA
34254,hiv,NORTH CAROLINA
368240,hiv,NORTH CAROLINA
675739,brain,NORTH CAROLINA
483933,hiv,NORTH CAROLINA
542611,hiv,NORTH CAROLINA
140536,stress,NORTH CAROLINA
2622030,lung,NORTH CAROLINA
234311,aging,NORTH CAROLINA
466217,breast,NORTH CAROLINA
455666,brain,NORTH CAROLINA
246512,hiv,NORTH CAROLINA
277500,alcohol,NORTH CAROLINA
54581,brain,NORTH CAROLINA
167613,hiv,NORTH CAROLINA
139573,brain,NORTH CAROLINA
37e4,hiv,NORTH CAROLINA
135110,immune,NORTH CAROLINA
521436,hiv,NORTH CAROLINA
426659,diabetes,NORTH CAROLINA
462580,tumor,OHIO
366250,lung,Others
183761,diabetes,Others
1143110,diabetes,Others
168264,hiv,Others
680876,hiv,Others
43576,brain,Others
137721,breast,Others
570075,hiv,Others
362986,hiv,Others
315383,immune,Others
1956371,lung,Others
183399,aging,Others
249e3,hiv,Others
396390,hiv,Others
372550,lung,Others
152439,aging,Others
368701,lung,Others
36051,aging,Others
146939,aging,Others
417755,immune,Others
183750,aging,Others
463752,hiv,Others
367500,immune,Others
181912,hiv,Others
136474,hiv,Others
159863,breast,Others
324999,hiv,Others
147e3,brain,Others
56943,lung,Others
99904,aging,Others
436590,brain,Others
166018,diabetes,Others
15e4,hiv,Others
211313,alcohol,Others
134084,diabetes,Others
438400,aging,Others
286209,aging,Others
187158,brain,Others
297808,breast,Others
455344,hiv,Others
370250,hiv,Others
336263,breast,Others
192500,hiv,Others
625190,hiv,Others
193820,hiv,Others
279300,tumor,Others
319725,diabetes,Others
367500,lung,Others
191835,breast,Others
477474,diabetes,Others
220500,brain,Others
219750,immune,Others
309511,breast,Others
159435,lung,Others
389738,immune,Others
137886,hiv,Others
714998,lung,Others
441e3,hiv,Others
553605,hiv,Others
116625,aging,Others
506896,aging,Others
33946,hiv,Others
366250,aging,Others
368275,stress,Others
332436,brain,Others
367500,aging,Others
336263,aging,Others
25900,hiv,Others
433689,immune,Others
469849,aging,Others
172299,hiv,Others
161700,immune,Others
185944,aging,Others
712448,breast,Others
147e3,brain,Others
295844,aging,Others
605497,hiv,Others
559356,brain,Others
367500,lung,Others
174563,alcohol,Others
316272,stress,Others
663578,alcohol,Others
391227,brain,Others
347726,diabetes,Others
497277,diabetes,Others
185076,stress,Others
184287,aging,Others
538683,brain,Others
2094712,brain,Others
329458,stress,Others
315029,brain,Others
458772,brain,Others
378750,immune,Others
308825,brain,Others
330613,brain,Others
505744,brain,Others
329928,aging,Others
570435,aging,Others
516542,diabetes,Others
544798,brain,Others
91383,alcohol,Others
628563,breast,Others
341953,breast,Others
252572,brain,Others
377738,diabetes,Others
400509,tumor,Others
161771,aging,Others
185969,hiv,Others
76708,brain,Others
37289,brain,Others
456185,aging,Others
2110784,lung,Others
73547,aging,Others
60889,breast,Others
351036,aging,Others
355761,lung,Others
317423,breast,Others
301015,stress,Others
722234,aging,Others
1048103,aging,Others
45076,breast,Others
241186,aging,Others
1556080,aging,Others
268625,stress,Others
249e3,aging,Others
201043,alcohol,Others
792022,aging,CALIFORNIA
848768,aging,CALIFORNIA
397105,brain,CALIFORNIA
491681,breast,CALIFORNIA
728154,brain,CALIFORNIA
1053634,lung,CALIFORNIA
157e3,brain,CALIFORNIA
1082505,brain,CALIFORNIA
499e3,aging,CALIFORNIA
594036,hiv,CALIFORNIA
43919,aging,CALIFORNIA
195729,brain,CALIFORNIA
33598,stress,CALIFORNIA
239555,aging,CALIFORNIA
500924,hiv,CALIFORNIA
416848,brain,CALIFORNIA
277200,tumor,CALIFORNIA
416815,aging,CALIFORNIA
600114,diabetes,CALIFORNIA
249899,stress,CALIFORNIA
383582,stress,CALIFORNIA
300867,tumor,CALIFORNIA
170556,tumor,CALIFORNIA
215550,hiv,CALIFORNIA
128865,stress,CALIFORNIA
568802,breast,CALIFORNIA
343255,brain,CALIFORNIA
193e3,aging,CALIFORNIA
401595,diabetes,CALIFORNIA
606114,aging,CALIFORNIA
355968,brain,CALIFORNIA
192786,aging,CALIFORNIA
1004189,aging,CALIFORNIA
235500,brain,CALIFORNIA
365534,tumor,CALIFORNIA
1019992,hiv,CALIFORNIA
315839,immune,CALIFORNIA
461496,aging,CALIFORNIA
301268,aging,CALIFORNIA
420902,alcohol,CALIFORNIA
591040,aging,CALIFORNIA
311049,brain,CALIFORNIA
575690,breast,CALIFORNIA
238880,tumor,CALIFORNIA
358852,tumor,CALIFORNIA
692018,hiv,CALIFORNIA
384437,immune,CALIFORNIA
33e4,aging,CALIFORNIA
187700,hiv,CALIFORNIA
203645,brain,CALIFORNIA
712263,aging,CALIFORNIA
453101,lung,CALIFORNIA
362749,aging,CALIFORNIA
594047,brain,CALIFORNIA
332261,immune,CALIFORNIA
235500,immune,CALIFORNIA
274750,brain,CALIFORNIA
235250,brain,CALIFORNIA
335951,brain,CALIFORNIA
248998,brain,CALIFORNIA
778371,hiv,CALIFORNIA
345549,aging,CALIFORNIA
64505,tumor,CALIFORNIA
234875,aging,CALIFORNIA
3314184,aging,CALIFORNIA
2e6,immune,CALIFORNIA
37887,tumor,CALIFORNIA
341812,tumor,CALIFORNIA
146944,aging,CALIFORNIA
229828,tumor,CALIFORNIA
2223433,aging,CALIFORNIA
561131,hiv,CALIFORNIA
271296,hiv,CALIFORNIA
509982,stress,CALIFORNIA
52542,aging,CALIFORNIA
212272,tumor,CALIFORNIA
383045,tumor,CALIFORNIA
483566,aging,CALIFORNIA
345375,brain,CALIFORNIA
252021,aging,CALIFORNIA
424658,hiv,CALIFORNIA
79203,hiv,CALIFORNIA
78032,immune,CALIFORNIA
234200,immune,CALIFORNIA
246701,tumor,CALIFORNIA
364098,breast,CALIFORNIA
312563,alcohol,CALIFORNIA
382573,immune,CALIFORNIA
222674,tumor,CALIFORNIA
37542,immune,CALIFORNIA
39166,aging,CALIFORNIA
185835,tumor,CALIFORNIA
274090,immune,CALIFORNIA
392500,immune,CALIFORNIA
675670,aging,CALIFORNIA
312089,brain,CALIFORNIA
344641,aging,CALIFORNIA
52542,aging,CALIFORNIA
39404,immune,CALIFORNIA
192540,brain,CALIFORNIA
392500,hiv,CALIFORNIA
409506,stress,CALIFORNIA
272824,hiv,CALIFORNIA
57755,hiv,CALIFORNIA
173485,aging,CALIFORNIA
323156,hiv,CALIFORNIA
